,,,,,,,,,,,,,,,,,,,
CITY OF LOS ANGELES - BUREAU OF SANITATION,,,,,,,,,,,,,,,,,,,
SANTA MONICA BAY BEACHES BACTERIAL TMDL,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DETAIL OF ANALYTICAL RESULTS,,,,,,,,,,,,,,,,,,,
JULY 2009 TO JUNE 2010,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ARRAY TUPLES,,,
FY 09-10,,,,,,,,,,,,Generated by SKARNYA at 07/28/2020 09:38:45 AM using the Production Database and WISARD V3.0,,,,,,,
SAMPLE DATE,TIME,LOCATION,CONSTITUENT,METHOD,UNITS,RESULT,BASE,QUAL,MDL,RML,ML,SAMPLE_ID,,,,LOCATIONS,METHODS,RTYPES,
,,,,,,,,,,,,,,,,,,,
07/07/2009,08:15,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT132818-82,,,,,,,
07/14/2009,07:50,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT133054-82,,,,,,,
07/21/2009,08:26,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,130,130,,,,,HT133301-82,,,,,,,
07/28/2009,08:13,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT133537-82,,,,,,,
08/04/2009,08:26,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT133771-82,,,,,,,
08/11/2009,08:07,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT134006-82,,,,,,,
08/18/2009,08:09,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT134250-82,,,,,,,
08/25/2009,08:03,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT134485-82,,,,,,,
09/01/2009,08:02,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,67,67,,,,,HT134710-82,,,,,,,
09/08/2009,07:55,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,130,130,,,,,HT134949-82,,,,,,,
09/15/2009,08:31,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT135181-82,,,,,,,
09/22/2009,08:13,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT135424-82,,,,,,,
09/29/2009,08:22,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT135663-82,,,,,,,
10/06/2009,08:08,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,130,130,,,,,HT135899-82,,,,,,,
10/13/2009,08:40,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT136136-82,,,,,,,
10/20/2009,08:08,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,67,67,,,,,HT136388-82,,,,,,,
10/27/2009,08:10,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT136630-82,,,,,,,
11/03/2009,08:50,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT136870-82,,,,,,,
11/10/2009,08:10,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT137113-82,,,,,,,
11/17/2009,08:07,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT137394-82,,,,,,,
11/24/2009,08:12,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,67,67,,,,,HT137761-82,,,,,,,
12/01/2009,07:59,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT137967-82,,,,,,,
12/08/2009,08:07,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,660,660,,,,,HT138236-82,,,,,,,
12/15/2009,08:20,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,130,130,,,,,HT138464-82,,,,,,,
12/22/2009,07:59,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,67,67,,,,,HT138720-82,,,,,,,
12/29/2009,08:26,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT138926-82,,,,,,,
01/05/2010,08:41,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT139149-82,,,,,,,
01/12/2010,08:20,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT139398-82,,,,,,,
01/19/2010,08:20,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT139618-82,,,,,,,
01/26/2010,08:50,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT139875-82,,,,,,,
02/02/2010,08:50,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,ND,33.5,<,,,,HT140092-82,,,,,,,
02/09/2010,08:05,SMB-5-01,TOTAL COLIFORM (CS),SM9223,MPN/100ML,67,67,,,,,HT140333-82,,,,,,,
